01,07,14,20,27,30,10
04,11,25,27,29,30,13
11,17,20,22,28,32,01
02,06,13,14,23,27,07
02,07,15,26,29,32,10
06,13,16,20,28,32,07
01,11,14,17,27,28,15
08,13,15,26,29,31,16
01,05,11,13,14,27,12
02,07,15,17,22,30,14
01,10,20,22,26,31,02
02,07,11,12,14,32,08
14,15,18,25,26,30,01
07,10,25,26,27,32,04
04,08,12,13,16,33,09
05,16,19,20,25,28,13
05,08,18,23,25,31,06
11,17,28,30,31,33,06
04,11,19,25,26,32,13
03,05,07,08,21,31,02
